context,question,answer,start_position,end_position
Ру-рудан жиналған қазақтардың қарулы топтары 1773 жылдың қазан айының бастапқы күндерiнде Жайық өзенi бойындағы әскери шепке тиiп-қашты шабуылдар жасады,Қай уақытта ру рудан жмналған қазақ топтары Жайық бекінісіне шабуылдар жасап отырды?,1773 жылдың қазан айының бастапқы күндерiнде,45,89
"II Екатерина қазақ ханы Нұралыға арнайы “грамота” жiберiп, Пугачевтi өзiне жақындатпауын талап еттi. Пугачев күшiнiң Орынбор әскери шебiне жақындауы осы өңiрде көшiп-қонып жүрген қазақтарды рухтандырды.",II Екатерина қазақ ханы Нұралыға не жіберді?,грамота,41,48
"II Екатерина қазақ ханы Нұралыға арнайы “грамота” жiберiп, Пугачевтi өзiне жақындатпауын талап еттi. Пугачев күшiнiң Орынбор әскери шебiне жақындауы осы өңiрде көшiп-қонып жүрген қазақтарды рухтандырды.",II Екатерина Нұралыға қандай талап қойды?,Пугачевтi өзiне жақындатпауын талап еттi,59,99
"II Екатерина қазақ ханы Нұралыға арнайы “грамота” жiберiп, Пугачевтi өзiне жақындатпауын талап еттi. Пугачев күшiнiң Орынбор әскери шебiне жақындауы осы өңiрде көшiп-қонып жүрген қазақтарды рухтандырды.",Нұралыға Пугачевтi өзiне жақындатпауын талап еткен кім?,II Екатерина,0,12
"II Екатерина қазақ ханы Нұралыға арнайы “грамота” жiберiп, Пугачевтi өзiне жақындатпауын талап еттi. Пугачев күшiнiң Орынбор әскери шебiне жақындауы осы өңiрде көшiп-қонып жүрген қазақтарды рухтандырды.",Пугачев күшінің орынбор әскери шібені жақындауы қандай реакция берді?,осы өңiрде көшiп-қонып жүрген қазақтарды рухтандырды,149,201
"1773 жылғы 7 қазанда Орынбор губернаторы Петербургке хабарлағанындай, қазақ руларының арасында ерекше қобалжу байқалды. Досалы сұлтан өзiнiң ұлы Сейдалыны бас етiп, Пугачевке көмек ретiнде қарулы топ жөнелтті",Қай уақытта Орынбор губернаторы Петербургке хабарлама жіберді?,1773 жылғы 7 қазанда,0,20
"1773 жылғы 7 қазанда Орынбор губернаторы Петербургке хабарлағанындай, қазақ руларының арасында ерекше қобалжу байқалды. Досалы сұлтан өзiнiң ұлы Сейдалыны бас етiп, Пугачевке көмек ретiнде қарулы топ жөнелтті",Орынбор губернаторы Петербургке не хабарлады?,қазақ руларының арасында ерекше қобалжу байқалды,70,118
"1773 жылғы 7 қазанда Орынбор губернаторы Петербургке хабарлағанындай, қазақ руларының арасында ерекше қобалжу байқалды. Досалы сұлтан өзiнiң ұлы Сейдалыны бас етiп, Пугачевке көмек ретiнде қарулы топ жөнелтті",Кім өзінің ұлын Пугачевқа көмек ретінде жіберді?,Досалы сұлтан,120,133
"1773 жылғы 7 қазанда Орынбор губернаторы Петербургке хабарлағанындай, қазақ руларының арасында ерекше қобалжу байқалды. Досалы сұлтан өзiнiң ұлы Сейдалыны бас етiп, Пугачевке көмек ретiнде қарулы топ жөнелтті",Досалы сұлтанның баласы кім?,Сейдалы,145,152
"1773 жылғы 7 қазанда Орынбор губернаторы Петербургке хабарлағанындай, қазақ руларының арасында ерекше қобалжу байқалды. Досалы сұлтан өзiнiң ұлы Сейдалыны бас етiп, Пугачевке көмек ретiнде қарулы топ жөнелтті",Досалы сұлтан баласы мен Пугачевқа не жіберді? ,қарулы топ жөнелтті,189,208
Көп кешiкпей Досалының өзi де соғысқа қатысушыларды ашық қолдады. Қазақ жiгiттерi Пугачевтiң қолымен Жайық бекiнiсiн қоршауға табан тiресе қатысты. Кулагин бекiнiсiн алуда басты күш қазақтардан құралған топ болды. Ал Орынборды қоршауға 200-ге жуық қазақ белсене атсалысты,Көп уақыт создырмай соғысқа қатысушыларды кім қолдады?,Досалы,13,19
Көп кешiкпей Досалының өзi де соғысқа қатысушыларды ашық қолдады. Қазақ жiгiттерi Пугачевтiң қолымен Жайық бекiнiсiн қоршауға табан тiресе қатысты. Кулагин бекiнiсiн алуда басты күш қазақтардан құралған топ болды. Ал Орынборды қоршауға 200-ге жуық қазақ белсене атсалысты,Қазақ жігіттері Пугачевтің қолымен яғни жасағымен қай бекіністі қоршауға қатысты?,Жайық бекiнiсi,101,115
Көп кешiкпей Досалының өзi де соғысқа қатысушыларды ашық қолдады. Қазақ жiгiттерi Пугачевтiң қолымен Жайық бекiнiсiн қоршауға табан тiресе қатысты. Кулагин бекiнiсiн алуда басты күш қазақтардан құралған топ болды. Ал Орынборды қоршауға 200-ге жуық қазақ белсене атсалысты,Пугачевтің қолымен қатар Жайық бекінісін қоршауға атсалысқан кімдер?,Қазақ жiгiттерi,66,81
Көп кешiкпей Досалының өзi де соғысқа қатысушыларды ашық қолдады. Қазақ жiгiттерi Пугачевтiң қолымен Жайық бекiнiсiн қоршауға табан тiресе қатысты. Кулагин бекiнiсiн алуда басты күш қазақтардан құралған топ болды. Ал Орынборды қоршауға 200-ге жуық қазақ белсене атсалысты,Жайық бекінісін кімдер қоршауға алды?  ,Қазақ жiгiттерi Пугачевтiң қолымен,66,100
Көп кешiкпей Досалының өзi де соғысқа қатысушыларды ашық қолдады. Қазақ жiгiттерi Пугачевтiң қолымен Жайық бекiнiсiн қоршауға табан тiресе қатысты. Кулагин бекiнiсiн алуда басты күш қазақтардан құралған топ болды. Ал Орынборды қоршауға 200-ге жуық қазақ белсене атсалысты,Қай бекіністі алудағы басты күш кімдерден құралған болатын?,қазақтардан құралған топ болды,182,212
Көп кешiкпей Досалының өзi де соғысқа қатысушыларды ашық қолдады. Қазақ жiгiттерi Пугачевтiң қолымен Жайық бекiнiсiн қоршауға табан тiресе қатысты. Кулагин бекiнiсiн алуда басты күш қазақтардан құралған топ болды. Ал Орынборды қоршауға 200-ге жуық қазақ белсене атсалысты,Орынборды қоршауа неше Қазақ қатысты?,200-ге жуық қазақ,236,253
Көп кешiкпей Досалының өзi де соғысқа қатысушыларды ашық қолдады. Қазақ жiгiттерi Пугачевтiң қолымен Жайық бекiнiсiн қоршауға табан тiресе қатысты. Кулагин бекiнiсiн алуда басты күш қазақтардан құралған топ болды. Ал Орынборды қоршауға 200-ге жуық қазақ белсене атсалысты,200-ге жуық қазақ қай бекіністі қоршауға атсалысты?,Орынборды,217,226
"1773 жылдың қараша айында соғысқа қатысушылар мен Пугачевтiң манифесiне арқа сүйеген қазақтар Жайықтың оң жағасына топ-топ болып өтiп, малдарын жайды. Жайық бекiнiсiнiң коменданты подполковник Симонов, қазақтар қарсылығының өршiп бара жатқандығын үкiметке үрейлене хабарлаған",Қай уақытта Қазақтар жайықтың оң жағасына өтіп өздерінің малдарын жайды? ,1773 жылдың қараша айында,0,25
"1773 жылдың қараша айында соғысқа қатысушылар мен Пугачевтiң манифесiне арқа сүйеген қазақтар Жайықтың оң жағасына топ-топ болып өтiп, малдарын жайды. Жайық бекiнiсiнiң коменданты подполковник Симонов, қазақтар қарсылығының өршiп бара жатқандығын үкiметке үрейлене хабарлаған",Жайықтың оң жағына кімдер мал жайды?,1773 жылдың қараша айында соғысқа қатысушылар мен Пугачевтiң манифесiне арқа сүйеген қазақтар,0,93
"1773 жылдың қараша айында соғысқа қатысушылар мен Пугачевтiң манифесiне арқа сүйеген қазақтар Жайықтың оң жағасына топ-топ болып өтiп, малдарын жайды. Жайық бекiнiсiнiң коменданты подполковник Симонов, қазақтар қарсылығының өршiп бара жатқандығын үкiметке үрейлене хабарлаған",Жайық бекінісінің коменданты кім болды?,подполковник Симонов,180,200
"1773 жылдың қараша айында соғысқа қатысушылар мен Пугачевтiң манифесiне арқа сүйеген қазақтар Жайықтың оң жағасына топ-топ болып өтiп, малдарын жайды. Жайық бекiнiсiнiң коменданты подполковник Симонов, қазақтар қарсылығының өршiп бара жатқандығын үкiметке үрейлене хабарлаған",подполковник Симонов кім?,Жайық бекiнiсiнiң коменданты,151,179
"1773 жылдың қараша айында соғысқа қатысушылар мен Пугачевтiң манифесiне арқа сүйеген қазақтар Жайықтың оң жағасына топ-топ болып өтiп, малдарын жайды. Жайық бекiнiсiнiң коменданты подполковник Симонов, қазақтар қарсылығының өршiп бара жатқандығын үкiметке үрейлене хабарлаған",Қазақтардың қарсылығының өршіп баражатқанын үкіметке хабарлаған кім? ,Жайық бекiнiсiнiң коменданты подполковник Симонов,151,200
"Алайда соғыстың өршуiн өзiне тиiмсiз деп қараған Нұралы хан мен оның сарайлық сыбайластары екi жақты бағыт ұстады: бiрiншiсi — соғысты пайдаланып, жер тапшылығын жою, қазақтарға тартып алынған жайылымды қайтару",Соғыстың өршуі қазақтар үшін қандай болатын еді?,тиiмсiз,29,36
"Алайда соғыстың өршуiн өзiне тиiмсiз деп қараған Нұралы хан мен оның сарайлық сыбайластары екi жақты бағыт ұстады: бiрiншiсi — соғысты пайдаланып, жер тапшылығын жою, қазақтарға тартып алынған жайылымды қайтару",Соғыстың өршуі тиімсіз деп таныған кім?,Нұралы хан мен оның сарайлық сыбайластары,49,90
"Алайда соғыстың өршуiн өзiне тиiмсiз деп қараған Нұралы хан мен оның сарайлық сыбайластары екi жақты бағыт ұстады: бiрiншiсi — соғысты пайдаланып, жер тапшылығын жою, қазақтарға тартып алынған жайылымды қайтару",Нұралы хан мен оның сарайлық сыбайластары қандай бағытты ұстанды?,екi жақты бағыт ұстады,91,113
"Алайда соғыстың өршуiн өзiне тиiмсiз деп қараған Нұралы хан мен оның сарайлық сыбайластары екi жақты бағыт ұстады: бiрiншiсi — соғысты пайдаланып, жер тапшылығын жою, қазақтарға тартып алынған жайылымды қайтару",Бірінші бағыт қандай болды?,"бiрiншiсi — соғысты пайдаланып, жер тапшылығын жою, қазақтарға тартып алынған жайылымды қайтару",115,210
"Алайда соғыстың өршуiн өзiне тиiмсiз деп қараған Нұралы хан мен оның сарайлық сыбайластары екi жақты бағыт ұстады: бiрiншiсi — соғысты пайдаланып, жер тапшылығын жою, қазақтарға тартып алынған жайылымды қайтару",Нұралы хандар қазақтарға нені қайтарғысы келді?,қазақтарға тартып алынған жайылымды қайтару,167,210
"екiншiсi — күннен-күнге соғысқа өршелене қатысқан өзiне бағынышты қазақтарды тәуелдiлiкте ұстау, соғыс жеңiлiс тапса патша үкiметiнiң алдында ақталу",Соғысқа өршеленген қазақтарды қандай жағдайда ұстау керек болды?,тәуелдiлiкте,77,89
"Шаруалар соғысының бiртiндеп бәсеңдеуi, қазақ даласына жазалау отрядтарының жақындауы би-сұлтандардың опасыздығын тездеттi. Пугачевтiң қимылынан үрейленген Нұралы хан, оның iнiсi Айшуақ сұлтан Жайық бойындағы бекiнiстерге жақын көшiп барды",Қай соғыс біртіндеп бәсеңдеді?,Шаруалар соғысы,0,15
"Шаруалар соғысының бiртiндеп бәсеңдеуi, қазақ даласына жазалау отрядтарының жақындауы би-сұлтандардың опасыздығын тездеттi. Пугачевтiң қимылынан үрейленген Нұралы хан, оның iнiсi Айшуақ сұлтан Жайық бойындағы бекiнiстерге жақын көшiп барды",Қазақ даласына қандай отряд жақындады?,жазалау отрядтары,55,72
"Шаруалар соғысының бiртiндеп бәсеңдеуi, қазақ даласына жазалау отрядтарының жақындауы би-сұлтандардың опасыздығын тездеттi. Пугачевтiң қимылынан үрейленген Нұралы хан, оның iнiсi Айшуақ сұлтан Жайық бойындағы бекiнiстерге жақын көшiп барды",Жазалаушы отрядтарының қазақ даласына жақындауы нені тездетті?,би-сұлтандардың опасыздығын тездеттi,86,122
"Шаруалар соғысының бiртiндеп бәсеңдеуi, қазақ даласына жазалау отрядтарының жақындауы би-сұлтандардың опасыздығын тездеттi. Пугачевтiң қимылынан үрейленген Нұралы хан, оның iнiсi Айшуақ сұлтан Жайық бойындағы бекiнiстерге жақын көшiп барды",Нұралы хан неден үрейленді?,Пугачевтiң қимылынан,124,144
"Шаруалар соғысының бiртiндеп бәсеңдеуi, қазақ даласына жазалау отрядтарының жақындауы би-сұлтандардың опасыздығын тездеттi. Пугачевтiң қимылынан үрейленген Нұралы хан, оның iнiсi Айшуақ сұлтан Жайық бойындағы бекiнiстерге жақын көшiп барды",Нұралы ханның інісі кім?,Айшуақ сұлтан,179,192
"Шаруалар соғысының бiртiндеп бәсеңдеуi, қазақ даласына жазалау отрядтарының жақындауы би-сұлтандардың опасыздығын тездеттi. Пугачевтiң қимылынан үрейленген Нұралы хан, оның iнiсi Айшуақ сұлтан Жайық бойындағы бекiнiстерге жақын көшiп барды",Айшуақ сұлтан неден үрейленді?,Пугачевтiң қимылынан,124,144
"Шаруалар соғысының бiртiндеп бәсеңдеуi, қазақ даласына жазалау отрядтарының жақындауы би-сұлтандардың опасыздығын тездеттi. Пугачевтiң қимылынан үрейленген Нұралы хан, оның iнiсi Айшуақ сұлтан Жайық бойындағы бекiнiстерге жақын көшiп барды",Нұралы хан және Айшуақ сұлтан қандай қимыл жасады?,Жайық бойындағы бекiнiстерге жақын көшiп барды,193,239
"Шаруалар соғысының бiртiндеп бәсеңдеуi, қазақ даласына жазалау отрядтарының жақындауы би-сұлтандардың опасыздығын тездеттi. Пугачевтiң қимылынан үрейленген Нұралы хан, оның iнiсi Айшуақ сұлтан Жайық бойындағы бекiнiстерге жақын көшiп барды",Жайық бойындағы бекiнiстерге жақын көшiп барған кімдер?,"Нұралы хан, оның iнiсi Айшуақ сұлтан",156,192
"Кейiн патша үкiметiнiң алдында екi ұшты қимылын жуып-шаюға тырысқан Нұралы хан, Кiшi жүздiң қазақтары шаруалар соғысына қатысқанда маған бағынбай кеттi деп ақталды",Нұралы хан патша үкіметінің алдында қалай ақталды?,Кiшi жүздiң қазақтары шаруалар соғысына қатысқанда маған бағынбай кеттi деп ақталды,80,163
"Кейiн патша үкiметiнiң алдында екi ұшты қимылын жуып-шаюға тырысқан Нұралы хан, Кiшi жүздiң қазақтары шаруалар соғысына қатысқанда маған бағынбай кеттi деп ақталды",Патша үкіметінің алдында шаруалар соғысы уақытнда кім ақталды?,Нұралы хан,68,78
"Кейiн патша үкiметiнiң алдында екi ұшты қимылын жуып-шаюға тырысқан Нұралы хан, Кiшi жүздiң қазақтары шаруалар соғысына қатысқанда маған бағынбай кеттi деп ақталды",Негізінде Нұралы ханға кіші жүздің қазақтары бағынбады ма?,екi ұшты қимылын жуып-шаюға тырысқан Нұралы хан,31,78
Шаруалар соғысының өршуiне Кiшi жүзге iргелес орналасқан Орта жүз тұрғындары да белсене атсалысты. Орынбор қаласын қоршауда сәтсiздiкке ұшыраған Пугачев күштерi Троицк бекiнiсiне қарай шегiнуге мәжбүр болды. Ендi шаруалар соғысы Орта жүздi де кеңiрек шарпыды,Шаруалар соғысына кімдер атсалысты?,Кiшi жүзге iргелес орналасқан Орта жүз тұрғындары да белсене атсалысты,27,97
Шаруалар соғысының өршуiне Кiшi жүзге iргелес орналасқан Орта жүз тұрғындары да белсене атсалысты. Орынбор қаласын қоршауда сәтсiздiкке ұшыраған Пугачев күштерi Троицк бекiнiсiне қарай шегiнуге мәжбүр болды. Ендi шаруалар соғысы Орта жүздi де кеңiрек шарпыды,Орынбор қаласын қоршау қандай нәтижемен аяқталды?,сәтсiздiк,124,133
Шаруалар соғысының өршуiне Кiшi жүзге iргелес орналасқан Орта жүз тұрғындары да белсене атсалысты. Орынбор қаласын қоршауда сәтсiздiкке ұшыраған Пугачев күштерi Троицк бекiнiсiне қарай шегiнуге мәжбүр болды. Ендi шаруалар соғысы Орта жүздi де кеңiрек шарпыды,Орынборды қоршай алмай Шегінген кім?,Пугачев күштерi,145,160
Шаруалар соғысының өршуiне Кiшi жүзге iргелес орналасқан Орта жүз тұрғындары да белсене атсалысты. Орынбор қаласын қоршауда сәтсiздiкке ұшыраған Пугачев күштерi Троицк бекiнiсiне қарай шегiнуге мәжбүр болды. Ендi шаруалар соғысы Орта жүздi де кеңiрек шарпыды,Пугачев күштерi қай бекініске қарай шегінді?,Троицк бекiнiсiне,161,178
Шаруалар соғысының өршуiне Кiшi жүзге iргелес орналасқан Орта жүз тұрғындары да белсене атсалысты. Орынбор қаласын қоршауда сәтсiздiкке ұшыраған Пугачев күштерi Троицк бекiнiсiне қарай шегiнуге мәжбүр болды. Ендi шаруалар соғысы Орта жүздi де кеңiрек шарпыды,Шаруалар соғысының өршуіне кімдер атсалысты?,Кiшi жүзге iргелес орналасқан Орта жүз тұрғындары,27,76
"Пугачевтiң қазақ старшын, сұлтандарына жолдаған үндеуi қазақ руларының соғысты қолдауын туғызды. Көкшетау өңiрiндегi қонысында жүрген Абылай ханға бұл манифестердiң жетпеуi де мүмкiн. Белгiлi би Дәуiтбай Пугачев өкiлдерi жеткiзген үндеумен танысқан соң, өзiне жақын старшындармен келiсiп, соғысты қолдауға шешiм қабылдады",Кімнің үндеуі қазақтардың соғысты қолдауына әкелді?,Пугачевтiң,0,10
"Пугачевтiң қазақ старшын, сұлтандарына жолдаған үндеуi қазақ руларының соғысты қолдауын туғызды. Көкшетау өңiрiндегi қонысында жүрген Абылай ханға бұл манифестердiң жетпеуi де мүмкiн. Белгiлi би Дәуiтбай Пугачев өкiлдерi жеткiзген үндеумен танысқан соң, өзiне жақын старшындармен келiсiп, соғысты қолдауға шешiм қабылдады",Пугачевтiң кімдерге үндеу жолдады?,"қазақ старшын, сұлтандарына",11,38
"Пугачевтiң қазақ старшын, сұлтандарына жолдаған үндеуi қазақ руларының соғысты қолдауын туғызды. Көкшетау өңiрiндегi қонысында жүрген Абылай ханға бұл манифестердiң жетпеуi де мүмкiн. Белгiлi би Дәуiтбай Пугачев өкiлдерi жеткiзген үндеумен танысқан соң, өзiне жақын старшындармен келiсiп, соғысты қолдауға шешiм қабылдады",Абылай хан қайда қоныстанды?,Көкшетау өңiрi,97,111
"Пугачевтiң қазақ старшын, сұлтандарына жолдаған үндеуi қазақ руларының соғысты қолдауын туғызды. Көкшетау өңiрiндегi қонысында жүрген Абылай ханға бұл манифестердiң жетпеуi де мүмкiн. Белгiлi би Дәуiтбай Пугачев өкiлдерi жеткiзген үндеумен танысқан соң, өзiне жақын старшындармен келiсiп, соғысты қолдауға шешiм қабылдады",Көкшетау өңiрiнде кім қоныстанды?,Абылай хан,134,144
"Пугачевтiң қазақ старшын, сұлтандарына жолдаған үндеуi қазақ руларының соғысты қолдауын туғызды. Көкшетау өңiрiндегi қонысында жүрген Абылай ханға бұл манифестердiң жетпеуi де мүмкiн. Белгiлi би Дәуiтбай Пугачев өкiлдерi жеткiзген үндеумен танысқан соң, өзiне жақын старшындармен келiсiп, соғысты қолдауға шешiм қабылдады",Қай би Пугачев өкілдерімен танысты?,Дәуiтбай,195,203
"Пугачевтiң қазақ старшын, сұлтандарына жолдаған үндеуi қазақ руларының соғысты қолдауын туғызды. Көкшетау өңiрiндегi қонысында жүрген Абылай ханға бұл манифестердiң жетпеуi де мүмкiн. Белгiлi би Дәуiтбай Пугачев өкiлдерi жеткiзген үндеумен танысқан соң, өзiне жақын старшындармен келiсiп, соғысты қолдауға шешiм қабылдады","Дәуiтбай би Пугачевтің өкілдерімен танысқан соң, кімдерге бұл күндеуді жеткізім, соғысты қолдауға келісім жасады?",өзiне жақын старшындармен,254,279
"Пугачевтiң қазақ старшын, сұлтандарына жолдаған үндеуi қазақ руларының соғысты қолдауын туғызды. Көкшетау өңiрiндегi қонысында жүрген Абылай ханға бұл манифестердiң жетпеуi де мүмкiн. Белгiлi би Дәуiтбай Пугачев өкiлдерi жеткiзген үндеумен танысқан соң, өзiне жақын старшындармен келiсiп, соғысты қолдауға шешiм қабылдады",өзiне жақын старшындармен келісіп соғысты қолдауға шешім қабылдаған кім?,Дәуiтбай,195,203
"Торғай өзенiнiң төменгi бойында шоғырланған старшындар Құдаймендi мен Тайыр басқарған шаруалар патшаның жазалаушы топтарымен ашық қақтығыспай, қыр көрсетумен шектелдi. 1774 жылдың күзiнде Сiбiр шеп - терiне шабуыл жасаған қазақтар патшаның тұрақты әскерiнiң қысымымен Сырдария бойына ауып кеттi",Торға өзенінің бойына шоғырланған старшындар кімдер?,Құдаймендi мен Тайыр,55,75
"Торғай өзенiнiң төменгi бойында шоғырланған старшындар Құдаймендi мен Тайыр басқарған шаруалар патшаның жазалаушы топтарымен ашық қақтығыспай, қыр көрсетумен шектелдi. 1774 жылдың күзiнде Сiбiр шеп - терiне шабуыл жасаған қазақтар патшаның тұрақты әскерiнiң қысымымен Сырдария бойына ауып кеттi",Құдаймендi мен Тайыр патшаның жазалаушы топтарымен қандай қатынаста болды?,"ашық қақтығыспай, қыр көрсетумен шектелдi",125,166
"Торғай өзенiнiң төменгi бойында шоғырланған старшындар Құдаймендi мен Тайыр басқарған шаруалар патшаның жазалаушы топтарымен ашық қақтығыспай, қыр көрсетумен шектелдi. 1774 жылдың күзiнде Сiбiр шеп - терiне шабуыл жасаған қазақтар патшаның тұрақты әскерiнiң қысымымен Сырдария бойына ауып кеттi",Қай уақытта Сібір шебіне қазақтар шабуыл жасады? ,1774 жылдың күзiнде,168,187
"Торғай өзенiнiң төменгi бойында шоғырланған старшындар Құдаймендi мен Тайыр басқарған шаруалар патшаның жазалаушы топтарымен ашық қақтығыспай, қыр көрсетумен шектелдi. 1774 жылдың күзiнде Сiбiр шеп - терiне шабуыл жасаған қазақтар патшаның тұрақты әскерiнiң қысымымен Сырдария бойына ауып кеттi",1774 жылдың күзiнде қандай оқиға орын алды?,Сiбiр шеп - терiне шабуыл жасаған қазақтар патшаның тұрақты әскерiнiң қысымымен Сырдария бойына ауып кеттi,188,294
"Торғай өзенiнiң төменгi бойында шоғырланған старшындар Құдаймендi мен Тайыр басқарған шаруалар патшаның жазалаушы топтарымен ашық қақтығыспай, қыр көрсетумен шектелдi. 1774 жылдың күзiнде Сiбiр шеп - терiне шабуыл жасаған қазақтар патшаның тұрақты әскерiнiң қысымымен Сырдария бойына ауып кеттi",Сібір шебіне соғыс ашқан қазақтар қайда ауып кетті?,Сырдария бойына,268,283
"Өткен жылдардағыдай патша үкiметiне қарсы күреске қарауыл, кенжеғалы, қыпшақ, керей және басқа рулар атсалысты. Осы рулардан құралған қарулы топтардың белсендiлiгi Пресногорьск, Петропавл, Верхнеозерный бекiнiстерi маңайындағы оқиғаларда көзге түстi",Патша үкіметіне қарсы кіреске кімдер атсалысты?,"қарауыл, кенжеғалы, қыпшақ, керей және басқа рулар атсалысты",50,110
"Өткен жылдардағыдай патша үкiметiне қарсы күреске қарауыл, кенжеғалы, қыпшақ, керей және басқа рулар атсалысты. Осы рулардан құралған қарулы топтардың белсендiлiгi Пресногорьск, Петропавл, Верхнеозерный бекiнiстерi маңайындағы оқиғаларда көзге түстi",Осы руларлардан құралған топтар қандай оқиғаларда көзге түсті?,"Пресногорьск, Петропавл, Верхнеозерный бекiнiстерi маңайындағы оқиғаларда",164,237
"Кiшi жүздi отарлаудың ұлғаюы, хан билiгiнiң сақталуы, этно-саяси бiрлiкке көшпелi халықтың қатысуы әртүрлi әлеуметтiк топтардың өзара қайшылықты қатынастарына алып келдi. Аграрлық дағдарыстың тереңдей түсуi Әбiлқайыр әулетiне қарсы iшкi оппозицияны күшейттi",Әбілхайырдың әулетіне қарсы оппозиция топтардың күйеуіне не әсер етті?,Аграрлық дағдарыстың тереңдей түсуi,171,206
"Кiшi жүздi отарлаудың ұлғаюы, хан билiгiнiң сақталуы, этно-саяси бiрлiкке көшпелi халықтың қатысуы әртүрлi әлеуметтiк топтардың өзара қайшылықты қатынастарына алып келдi. Аграрлық дағдарыстың тереңдей түсуi Әбiлқайыр әулетiне қарсы iшкi оппозицияны күшейттi",Аграрлық дағдарыстың тереңдей түсуi неге әкеліп соқты?,Әбiлқайыр әулетiне қарсы iшкi оппозицияны күшейттi,207,257
"XVIII ғасырдың 70 — 80-жылдарының бас кезiнде Кiшi жүзде екi хан арасындағы күрес жаңа тарихи жағдайда да бәсеңдемедi, Кiшi жүздiң көп бөлiгi Нұралы ханды, бiр бөлiгi Қайып ханның баласы Батыр сұлтанды қолдады. Қазақтардың 1773 — 1775 жылдардағы шаруалар соғысына жаппай қатысуы Нұралы бағытының әлсiрегенiн көрсеттi","Қай уақытта Кіші жүзде хандыққа талас, хандық үшін күрес жалғасып жатты?",XVIII ғасырдың 70 — 80-жылдарының бас кезiнде,0,45
"XVIII ғасырдың 70 — 80-жылдарының бас кезiнде Кiшi жүзде екi хан арасындағы күрес жаңа тарихи жағдайда да бәсеңдемедi, Кiшi жүздiң көп бөлiгi Нұралы ханды, бiр бөлiгi Қайып ханның баласы Батыр сұлтанды қолдады. Қазақтардың 1773 — 1775 жылдардағы шаруалар соғысына жаппай қатысуы Нұралы бағытының әлсiрегенiн көрсеттi",Кіші жүздің неше бөлігі нұралы ханды қолдады?,көп бөлiгi,131,141
"XVIII ғасырдың 70 — 80-жылдарының бас кезiнде Кiшi жүзде екi хан арасындағы күрес жаңа тарихи жағдайда да бәсеңдемедi, Кiшi жүздiң көп бөлiгi Нұралы ханды, бiр бөлiгi Қайып ханның баласы Батыр сұлтанды қолдады. Қазақтардың 1773 — 1775 жылдардағы шаруалар соғысына жаппай қатысуы Нұралы бағытының әлсiрегенiн көрсеттi",Қайып ханның баласы кім?,Батыр сұлтан,187,199
"XVIII ғасырдың 70 — 80-жылдарының бас кезiнде Кiшi жүзде екi хан арасындағы күрес жаңа тарихи жағдайда да бәсеңдемедi, Кiшi жүздiң көп бөлiгi Нұралы ханды, бiр бөлiгi Қайып ханның баласы Батыр сұлтанды қолдады. Қазақтардың 1773 — 1775 жылдардағы шаруалар соғысына жаппай қатысуы Нұралы бағытының әлсiрегенiн көрсеттi",Батыр сұлтанның әкесі кім?,Қайып хан,167,176
"XVIII ғасырдың 70 — 80-жылдарының бас кезiнде Кiшi жүзде екi хан арасындағы күрес жаңа тарихи жағдайда да бәсеңдемедi, Кiшi жүздiң көп бөлiгi Нұралы ханды, бiр бөлiгi Қайып ханның баласы Батыр сұлтанды қолдады. Қазақтардың 1773 — 1775 жылдардағы шаруалар соғысына жаппай қатысуы Нұралы бағытының әлсiрегенiн көрсеттi",Қай жылдары шаруалар соғысына қазақтар қатысты?,1773 — 1775 жыл,223,238
"XVIII ғасырдың 70 — 80-жылдарының бас кезiнде Кiшi жүзде екi хан арасындағы күрес жаңа тарихи жағдайда да бәсеңдемедi, Кiшi жүздiң көп бөлiгi Нұралы ханды, бiр бөлiгi Қайып ханның баласы Батыр сұлтанды қолдады. Қазақтардың 1773 — 1775 жылдардағы шаруалар соғысына жаппай қатысуы Нұралы бағытының әлсiрегенiн көрсеттi",Шаруалар соғысына қазақтардың қатысуы кімнің бағытын әлсіретті?,Нұралы бағытының,279,295
"Беделдi сұлтандар жеке-дара бағыттарын белгiлей бастады. Едiлдiң оң жағалауындағы қалмақтар да қазақтарды мазалауын қоймады. Қазақтарды талқандай алмағанымен, олар Жайық казактарының басшылығымен бiрлесе қимылдап, патша әкiмшiлiгiне сүйенiп, қазақтарды әлсiретуге тырысты",Сұлтандардың бағыттары бір жерден шықты ма?,Беделдi сұлтандар жеке-дара бағыттарын белгiлей бастады,0,55
"Беделдi сұлтандар жеке-дара бағыттарын белгiлей бастады. Едiлдiң оң жағалауындағы қалмақтар да қазақтарды мазалауын қоймады. Қазақтарды талқандай алмағанымен, олар Жайық казактарының басшылығымен бiрлесе қимылдап, патша әкiмшiлiгiне сүйенiп, қазақтарды әлсiретуге тырысты",Қазақтарды кімдер мазалау үстінде болды?,Едiлдiң оң жағалауындағы қалмақтар,57,91
"Беделдi сұлтандар жеке-дара бағыттарын белгiлей бастады. Едiлдiң оң жағалауындағы қалмақтар да қазақтарды мазалауын қоймады. Қазақтарды талқандай алмағанымен, олар Жайық казактарының басшылығымен бiрлесе қимылдап, патша әкiмшiлiгiне сүйенiп, қазақтарды әлсiретуге тырысты",Қалмақтар жайық казактарының басшылығымен бірлесе не жасауға тырысты?,қазақтарды әлсiретуге,242,263
